CUST_ORDER_ID,LINE_NO,PART_ID,CUSTOMER_PART_ID,UNIT_PRICE,WIP_VAS_UNIT_PRICE,ACCEPT_EARLY,DAYS_EARLY,ORDER_TYPE,LINE_STATUS,ORDER_QTY,USER_ORDER_QTY,SELLING_UM,DESIRED_SHIP_DATE,HTS_CODE,TRADE_DISC_PERCENT,EST_FREIGHT,COMMISSION_PCT,SALES_TAX_GROUP_ID,MISC_REFERENCE,PRODUCT_CODE,COMMODITY_CODE,DRAWING_ID,DRAWING_REV_NO,GL_REVENUE_ACCT_ID,MAT_GL_ACCT_ID,LAB_GL_ACCT_ID,BUR_GL_ACCT_ID,SER_GL_ACCT_ID,LAST_SHIPPED_DATE,TOTAL_ACT_FREIGHT,TOTAL_SHIPPED_QTY,TOTAL_USR_SHIP_QTY,TOTAL_AMT_SHIPPED,TOTAL_AMT_ORDERED,PROMISE_DATE,SERVICE_CHARGE_ID,PIECE_COUNT,LENGTH,WIDTH,HEIGHT,DIMENSIONS_UM,VAT_CODE,EDI_BLANKET_QTY,EDI_BLANKET_USRQTY,EDI_ACCUM_QTY_REL,EDI_ACCUM_USR_REL,EDI_ACCUM_QTY_REC,EDI_ACCUM_USR_REC,EDI_LAST_REC_DATE,EDI_RELEASE_NO,EDI_RELEASE_DATE,EDI_QTY_RELEASED,EDI_USR_QTY_REL,EDI_REQ_REL_DATE,SHIPTO_ID,WAREHOUSE_ID,ORIG_COUNTRY_ID,TYPE,ALLOCATED_QTY,FULFILLED_QTY,EDI_ACCUM_FAB_QTY,EDI_ACCUM_RAW_QTY,EDI_LAST_SHIPDATE,EDI_ACCUM_SHIP_QTY,ACK_ID,EDI_ACCUM_SHIP_ADJ,USER_1,USER_2,USER_3,USER_4,USER_5,USER_6,USER_7,USER_8,USER_9,USER_10,UDF_LAYOUT_ID,SEND_ACK,VAT_CATEGORY,ITA_SPECIAL_CHARGE
P07335,1,RG1520,,230,0,Y,9999,,A,5,5,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,24-Jul-13,0,5,5,1150,1150,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07336,1,RG1510,,415,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,24-Jul-13,0,1,1,415,415,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07337,1,LG1713,,55,0,Y,9999,,A,12,12,PZA,,,0,0,,,SALSA JALAPEÑO / CAJA 204 SOBRES DE 8G,,,,,,,,,,25-Jul-13,0,12,12,660,660,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07338,1,RG1510,,408,0,Y,9999,,A,15,15,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,26-Jul-13,0,15,15,6120,6120,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07338,2,RG1520,,220,0,Y,9999,,A,10,10,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,26-Jul-13,0,10,10,2200,2200,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07339,1,2876261,,219.13,0,Y,9999,,A,200,200,KG,,,0,0,,,MANTEQUILLA SABOR EN POLVO,SABORES,Bakery,,,,,,,,20-Aug-13,0,200,200,43826,43826,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07340,1,RG1510,,420,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,29-Jul-13,0,1,1,420,420,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07341,1,RG1510,,415,0,Y,9999,,A,3,3,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,29-Jul-13,0,3,3,1245,1245,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07341,2,RG1520,,230,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,29-Jul-13,0,1,1,230,230,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07342,1,RG1510,,420,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,29-Jul-13,0,2,2,840,840,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07343,1,23844,,34.71,0,Y,9999,,A,150,150,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,Savory,,,,,,,,29-Jul-13,0,150,150,5206.5,5206.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07343,2,PI001,,17.25,0,Y,9999,,A,250,250,KG,,,0,0,,,HARINA DE SOYA DESGRASADA/PI,HARINA,,,,,,,,,29-Jul-13,0,250,250,4312.5,4312.5,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07344,1,RG1510,,420,0,Y,9999,,A,15,15,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,29-Jul-13,0,15,15,6300,6300,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07345,1,23844,,34.45,0,Y,9999,,A,750,750,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,Savory,,,,,,,,30-Jul-13,0,750,750,25837.5,25837.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07346,1,RG1510,,410,0,Y,9999,,A,3,3,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,30-Jul-13,0,3,3,1230,1230,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07346,2,CLC009,,52,0,Y,9999,,A,48,48,PZA,,,0,0,,,NACHOS DE JALAPEÑO CAJA 6/2.8 KG,,Food Service,,,,,,,,30-Jul-13,0,48,48,2496,2496,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07349,1,59115858,,3.82,0,Y,9999,,A,230,230,KG,,,0,0,,,D. DE MORA AZUL HPM079,DULCES,Dairy,,,,,,,,02-Sep-13,0,230,230,878.6,878.6,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07350,1,LG1713,,55,0,Y,9999,,A,18,18,PZA,,,0,0,,,SALSA JALAPEÑO / CAJA 204 SOBRES DE 8G,,,,,,,,,,01-Aug-13,0,18,18,990,990,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07351,1,RG1510,,408,0,Y,9999,,A,4,4,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,01-Aug-13,0,4,4,1632,1632,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07352,1,23844,,40.8,0,Y,9999,,A,90,90,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,Savory,,,,,,,,02-Aug-13,0,90,90,3672,3672,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07353,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,02-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07354,1,RG1511,,408,0,Y,9999,,A,20,20,PZA,,,0,0,,,ACEITE AVE FRY DE SOYA (PORRON DE 20 LT),ACEITES,Food Service,,,,,,,,02-Aug-13,0,20,20,8160,8160,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07355,1,RG1520,,225,0,Y,9999,,A,7,7,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,02-Aug-13,0,7,7,1575,1575,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07355,2,RG1510,,408,0,Y,9999,,A,5,5,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,02-Aug-13,0,5,5,2040,2040,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07356,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,02-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07357,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,14-Aug-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07358,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,06-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07359,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,11-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07360,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,11-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07361,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,19-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07362,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,30-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07363,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,30-Sep-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07364,1,51677,51677,47.94,0,Y,9999,,A,4025,4025,KG,,,0,0,,,VEGETAROME 2900 S/P 35 KG.,PROTEINAS,Agro,,,,,,,,07-Oct-13,0,4025,4025,192958.5,192958.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07365,1,RG1510,,420,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,02-Aug-13,0,1,1,420,420,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07366,1,RG1510,,420,0,Y,9999,,A,15,15,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,05-Aug-13,0,15,15,6300,6300,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07367,1,RG1510,,415,0,Y,9999,,A,4,4,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,05-Aug-13,0,4,4,1660,1660,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07367,2,RG1520,,230,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,05-Aug-13,0,1,1,230,230,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07368,1,24026,,47.18,0,Y,9999,,A,30,30,KG,,,0,0,,,PVH M S/A  S/P 30 KG,PVH,Savory,,,,,,,,05-Aug-13,0,30,30,1415.4,1415.4,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07369,1,RG1510,,420,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,05-Aug-13,0,2,2,840,840,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07370,1,517750,,33,0,Y,9999,,A,25,25,KG,,,0,0,,,SANDIA SABOR LIQ. 600187 PORRON 25KG.,SABORES,Confectionery,,,,,,,,06-Aug-13,0,25,25,825,825,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07371,1,RG1510,,420,0,Y,9999,,A,3,3,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,06-Aug-13,0,3,3,1260,1260,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07372,1,23844,,34.71,0,Y,9999,,A,300,300,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,Savory,,,,,,,,06-Aug-13,0,300,300,10413,10413,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07373,1,24026,,60.24,0,Y,9999,,A,30,30,KG,,,0,0,,,PVH M S/A  S/P 30 KG,PVH,Savory,,,,,,,,08-Aug-13,0,30,30,1807.2,1807.2,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07374,1,RG1511,,408,0,Y,9999,,A,20,20,PZA,,,0,0,,,ACEITE AVE FRY DE SOYA (PORRON DE 20 LT),ACEITES,Food Service,,,,,,,,07-Aug-13,0,20,20,8160,8160,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07375,1,RG1510,,410,0,Y,9999,,A,10,10,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,07-Aug-13,0,10,10,4100,4100,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07375,2,CLC009,,52,0,Y,9999,,A,48,48,PZA,,,0,0,,,NACHOS DE JALAPEÑO CAJA 6/2.8 KG,,Food Service,,,,,,,,07-Aug-13,0,48,48,2496,2496,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07376,1,RG1510,,420,0,Y,9999,,A,3,3,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,07-Aug-13,0,3,3,1260,1260,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07377,1,CLC004,,48,0,Y,9999,,A,20,20,BL,,,0,0,,,SALSA PARA PIZZA EN BOLSA DE 3000 G,,Food Service,,,,,,,,07-Aug-13,0,20,20,960,960,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07378,1,LG1713,,55,0,Y,9999,,A,20,20,PZA,,,0,0,,,SALSA JALAPEÑO / CAJA 204 SOBRES DE 8G,,,,,,,,,,08-Aug-13,0,20,20,1100,1100,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07379,1,23844,,40.8,0,Y,9999,,A,90,90,KG,,,0,0,,,PVH 2000 S/A S/P 30 KG.,PVH,Savory,,,,,,,,08-Aug-13,0,90,90,3672,3672,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07380,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,08-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07381,1,RG1510,,408,0,Y,9999,,A,5,5,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,08-Aug-13,0,5,5,2040,2040,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07382,1,RG1510,,420,0,Y,9999,,A,15,15,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,08-Aug-13,0,15,15,6300,6300,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07383,1,24026,,62.2,0,Y,9999,,A,240,240,KG,,,0,0,,,PVH M S/A  S/P 30 KG,PVH,Savory,,,,,,,,08-Aug-13,0,0,0,0,14928,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07384,1,RG1510,,420,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,13-Aug-13,0,2,2,840,840,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07385,1,SN1000020336,,25,0,Y,9999,,A,25,25,KG,,,0,0,,,PIÑA SABORIZANTE SENSOFIX,SABORES,Confectionery,,,,,,,,02-Sep-13,0,25,25,625,625,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07386,1,530154,983682M,188.44,0,Y,9999,,A,260,260,KG,,,0,0,,,VAINILLA SABOR EN POLVO 983682M,SABORES,Bakery,,,,,,,,19-Sep-13,0,260,260,48994.4,48994.4,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07387,1,24746,24746,117.97,0,Y,9999,,A,810,810,KG,,,0,0,,,YESTAL 250 S/A S/P 30 KG.,LEVADURAS,Savory,,,,,,,,07-Oct-13,0,810,810,95555.7,95555.7,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07388,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,13-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07389,1,517750,,33,0,Y,9999,,A,25,25,KG,,,0,0,,,SANDIA SABOR LIQ. 600187 PORRON 25KG.,SABORES,Confectionery,,,,,,,,14-Aug-13,0,25,25,825,825,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07390,1,RG1520,,225,0,Y,9999,,A,5,5,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,14-Aug-13,0,5,5,1125,1125,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07390,2,RG1510,,408,0,Y,9999,,A,10,10,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,14-Aug-13,0,10,10,4080,4080,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07391,1,RG1520,,230,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,13-Aug-13,0,1,1,230,230,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07391,2,RG1510,,415,0,Y,9999,,A,4,4,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,13-Aug-13,0,4,4,1660,1660,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07392,1,RG1510,,410,0,Y,9999,,A,50,50,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,13-Aug-13,0,50,50,20500,20500,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07393,1,25569,,22.81,0,Y,9999,,A,750,750,KG,,,0,0,,,PROLAC CC 35 S/P 30 KG.,LACTEO,Bakery,,,,,,,,13-Aug-13,0,750,750,17107.5,17107.5,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07394,1,CLC008,,59,0,Y,9999,,A,32,32,BL,,,0,0,,,PASTA DE TOMATE EN BOLSA DE 300G,,Food Service,,,,,,,,14-Aug-13,0,32,32,1888,1888,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07395,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,14-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07396,1,26096,,39,0,Y,9999,,A,30,30,KG,,,0,0,,,NUTRICREAM 541 S/P 30K,LEVADURAS,Agro,,,,,,,,14-Aug-13,0,30,30,1170,1170,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07397,1,RG1510,,415,0,Y,9999,,A,15,15,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,14-Aug-13,0,15,15,6225,6225,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07398,1,RG1510,,410,0,Y,9999,,A,8,8,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,15-Aug-13,0,8,8,3280,3280,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07399,1,RG1510,,408,0,Y,9999,,A,4,4,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,15-Aug-13,0,4,4,1632,1632,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07400,1,RG1510,,415,0,Y,9999,,A,4,4,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,15-Aug-13,0,4,4,1660,1660,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07418,1,25569,,22.81,0,Y,9999,,A,1200,1200,KG,,,0,0,,,PROLAC CC 35 S/P 30 KG.,LACTEO,Bakery,,,,,,,,26-Aug-13,0,1200,1200,27372,27372,,,,,,,,IVA,,,,,,,,,,,,,,ALM-GENERAL,,,0,0,,,,,,,,,,,,,,,,,,,,
P07400,2,RG1520,,230,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE MIXTO (12 BOTELLAS DE 900 ML),ACEITES,Food Service,,,,,,,,15-Aug-13,0,1,1,230,230,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07401,1,RG1510,,415,0,Y,9999,,A,2,2,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,15-Aug-13,0,2,2,830,830,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07402,1,LG1713,,55,0,Y,9999,,A,14,14,PZA,,,0,0,,,SALSA JALAPEÑO / CAJA 204 SOBRES DE 8G,,,,,,,,,,15-Aug-13,0,14,14,770,770,,,,,,,,IVA0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
P07402,2,LG1739,,39,0,Y,9999,,A,25,25,KG,,,0,0,,,MARINADOR PARA POLLO / 25 KG,SAZONADOR,Savory,,,,,,,,15-Aug-13,0,25,25,975,975,,,,,,,,IVA,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
P07403,1,RG1510,,420,0,Y,9999,,A,1,1,PZA,,,0,0,,,ACEITE AVE (CAJA 2 BIDONES DE 10 L C/U),ACEITES,Food Service,,,,,,,,15-Aug-13,0,1,1,420,420,,,,,,,,IVA0,,,,,,,,,,,,,,ALM-BT,,,0,0,,,,,,,,,,,,,,,,,,,,
